"customer_id","recency","frequency","monetary","r_score","f_score","m_score","total_score","costumer_segment"
"16739","176","1","323.00",1,2,2,5,"Lost costumer"
"14222","176","1","683.17",1,1,3,5,"Lost costumer"
"16276","176","1","810.60",1,1,3,5,"Lost costumer"
"13826","176","1","189.50",1,1,1,3,"Lost costumer"
"17446","176","2","120.90",1,2,1,4,"Lost costumer"
"15219","175","1","305.75",1,1,1,3,"Lost costumer"
"14037","175","2","147.20",1,2,1,4,"Lost costumer"
"13951","175","3","674.45",1,3,2,6,"Lost costumer"
"18168","175","6","1169.94",1,4,3,8,"Lost costumer"
"12908","175","2","750.00",1,2,3,6,"Lost costumer"
"17204","174","4","1564.56",1,3,3,7,"Lost costumer"
"14491","174","2","340.93",1,2,2,5,"Lost costumer"
"13618","173","1","177.34",1,1,1,3,"Lost costumer"
"17879","173","1","178.52",1,1,1,3,"Lost costumer"
"15909","173","1","191.94",1,1,1,3,"Lost costumer"
"14162","173","2","289.36",1,2,1,4,"Lost costumer"
"16484","173","2","404.30",1,2,2,5,"Lost costumer"
"13005","173","2","513.70",1,2,2,5,"Lost costumer"
"17616","173","3","571.20",1,3,2,6,"Lost costumer"
"16805","173","2","460.59",1,2,2,5,"Lost costumer"
"16050","173","1","137.90",1,1,1,3,"Lost costumer"
"15921","172","1","336.03",1,2,2,5,"Lost costumer"
"13568","172","1","192.85",1,1,1,3,"Lost costumer"
"17897","172","3","566.60",1,3,2,6,"Lost costumer"
"15076","172","1","880.85",1,1,3,5,"Lost costumer"
"18260","172","6","2643.20",1,4,4,9,"Lost costumer"
"15825","172","1","532.94",1,1,2,4,"Lost costumer"
"18062","172","3","720.52",1,3,3,7,"Lost costumer"
"12837","172","1","134.10",1,1,1,3,"Lost costumer"
"15535","172","4","536.40",1,3,2,6,"Lost costumer"
"15016","172","1","170.04",1,1,1,3,"Lost costumer"
"16526","171","1","290.36",1,1,1,3,"Lost costumer"
"16320","171","2","1038.46",1,3,3,7,"Lost costumer"
"15389","171","1","500.00",1,1,2,4,"Lost costumer"
"15280","171","1","113.12",1,2,1,4,"Lost costumer"
"15700","171","2","696.68",1,2,3,6,"Lost costumer"
"15507","171","1","492.36",1,1,2,4,"Lost costumer"
"16114","170","1","135.75",1,1,1,3,"Lost costumer"
"17960","170","1","73.78",1,1,1,3,"Lost costumer"
"17877","170","1","237.61",1,1,1,3,"Lost costumer"
"15412","170","1","190.53",1,1,1,3,"Lost costumer"
"16214","170","3","1062.75",1,3,3,7,"Lost costumer"
"15384","169","2","642.41",1,2,2,5,"Lost costumer"
"15379","169","7","3703.29",1,4,4,9,"Lost costumer"
"16287","169","1","142.50",1,1,1,3,"Lost costumer"
"13300","169","1","371.89",1,2,2,5,"Lost costumer"
"15041","169","1","180.35",1,1,1,3,"Lost costumer"
"14643","169","2","693.81",1,2,3,6,"Lost costumer"
"16247","169","1","114.56",1,2,1,4,"Lost costumer"
"15130","169","1","330.11",1,2,2,5,"Lost costumer"
"17709","169","1","137.45",1,1,1,3,"Lost costumer"
"16647","169","2","214.06",1,2,1,4,"Lost costumer"
"17630","169","2","503.60",1,2,2,5,"Lost costumer"
"14998","169","2","429.87",1,2,2,5,"Lost costumer"
"14584","168","4","1042.26",1,3,3,7,"Lost costumer"
"14656","168","2","291.05",1,2,1,4,"Lost costumer"
"13856","168","3","388.50",1,3,2,6,"Lost costumer"
"17704","168","2","885.19",1,2,3,6,"Lost costumer"
"13937","168","1","158.85",1,1,1,3,"Lost costumer"
"13929","168","2","842.65",1,2,3,6,"Lost costumer"
"15258","168","2","623.16",1,2,2,5,"Lost costumer"
"15665","167","2","2242.01",1,3,4,8,"Lost costumer"
"14795","166","1","131.45",1,1,1,3,"Lost costumer"
"17969","166","2","228.20",1,2,1,4,"Lost costumer"
"12493","165","2","433.74",1,2,2,5,"Lost costumer"
"17980","165","3","811.45",1,3,3,7,"Lost costumer"
"15976","165","2","430.94",1,2,2,5,"Lost costumer"
"17110","165","1","163.30",1,1,1,3,"Lost costumer"
"12548","165","1","95.20",1,1,1,3,"Lost costumer"
"13453","165","2","356.98",1,2,2,5,"Lost costumer"
"15644","165","4","813.00",1,3,3,7,"Lost costumer"
"16545","164","1","339.30",1,2,2,5,"Lost costumer"
"13656","164","2","379.65",1,2,2,5,"Lost costumer"
"14351","164","1","51.00",1,1,1,3,"Lost costumer"
"15146","164","2","1327.16",1,3,3,7,"Lost costumer"
"14481","164","2","636.51",1,2,2,5,"Lost costumer"
"16473","164","3","316.11",1,3,2,6,"Lost costumer"
"18193","164","1","243.76",1,1,1,3,"Lost costumer"
"17391","163","2","508.80",1,2,2,5,"Lost costumer"
"15537","163","1","110.92",1,2,1,4,"Lost costumer"
"17408","163","1","32.65",1,2,1,4,"Lost costumer"
"16553","162","12","5719.82",1,4,4,9,"Lost costumer"
"14267","162","3","1516.24",1,3,3,7,"Lost costumer"
"14327","162","1","311.65",1,2,2,5,"Lost costumer"
"16801","162","4","1619.73",1,3,3,7,"Lost costumer"
"15578","162","1","127.10",1,1,1,3,"Lost costumer"
"12424","162","2","1760.96",1,3,4,8,"Lost costumer"
"17891","161","1","203.86",1,1,1,3,"Lost costumer"
"17123","161","1","345.30",1,2,2,5,"Lost costumer"
"13745","161","1","300.04",1,1,1,3,"Lost costumer"
"14016","161","4","4341.21",1,3,4,8,"Lost costumer"
"14803","161","3","845.55",1,3,3,7,"Lost costumer"
"15483","161","4","233.81",1,3,1,5,"Lost costumer"
"17505","161","2","1145.84",1,3,3,7,"Lost costumer"
"14338","160","2","588.22",1,2,2,5,"Lost costumer"
"12922","160","1","405.38",1,1,2,4,"Lost costumer"
"16498","160","2","100.97",1,2,1,4,"Lost costumer"
"13833","159","1","384.80",1,2,2,5,"Lost costumer"
"17939","159","1","99.14",1,1,1,3,"Lost costumer"
"17464","158","1","289.96",1,1,1,3,"Lost costumer"
"17781","158","2","188.02",1,2,1,4,"Lost costumer"
"17765","158","3","371.88",1,3,2,6,"Lost costumer"
"15007","158","1","156.91",1,1,1,3,"Lost costumer"
"17899","158","1","155.80",1,1,1,3,"Lost costumer"
"17105","158","2","665.78",1,2,2,5,"Lost costumer"
"18203","157","1","160.42",1,1,1,3,"Lost costumer"
"13085","157","2","416.08",1,2,2,5,"Lost costumer"
"18142","157","2","1019.52",1,3,3,7,"Lost costumer"
"13338","157","1","487.02",1,1,2,4,"Lost costumer"
"15646","157","3","447.64",1,3,2,6,"Lost costumer"
"14905","157","2","616.15",1,2,2,5,"Lost costumer"
"12980","157","9","7374.90",1,4,4,9,"Lost costumer"
"16344","157","1","101.10",1,1,1,3,"Lost costumer"
"15349","157","2","473.81",1,2,2,5,"Lost costumer"
"14352","156","4","1078.96",1,3,3,7,"Lost costumer"
"15889","156","2","446.87",1,2,2,5,"Lost costumer"
"16919","156","11","2596.45",1,4,4,9,"Lost costumer"
"16338","156","1","214.80",1,1,1,3,"Lost costumer"
"15334","156","3","351.67",1,3,2,6,"Lost costumer"
"13253","156","2","1030.40",1,3,3,7,"Lost costumer"
"17440","156","3","186.42",1,3,1,5,"Lost costumer"
"17341","156","3","781.36",1,3,3,7,"Lost costumer"
"16146","156","3","734.13",1,3,3,7,"Lost costumer"
"14645","156","2","597.09",1,2,2,5,"Lost costumer"
"16829","156","1","197.22",1,1,1,3,"Lost costumer"
"17046","156","1","642.02",1,1,2,4,"Lost costumer"
"13583","155","1","781.03",1,1,3,5,"Lost costumer"
"14459","155","1","1837.92",1,1,4,6,"Lost costumer"
"15512","155","2","121.00",1,2,1,4,"Lost costumer"
"13291","155","1","361.11",1,2,2,5,"Lost costumer"
"12977","155","1","39.24",1,1,1,3,"Lost costumer"
"12450","155","2","197.88",1,2,1,4,"Lost costumer"
"14264","154","2","333.97",1,2,2,5,"Lost costumer"
"16091","154","2","315.06",1,2,2,5,"Lost costumer"
"14021","154","3","631.90",1,3,2,6,"Lost costumer"
"18013","154","2","187.29",1,2,1,4,"Lost costumer"
"13302","154","1","63.75",1,1,1,3,"Lost costumer"
"18037","154","6","70.02",1,4,1,6,"Lost costumer"
"12648","154","1","318.05",1,2,2,5,"Lost costumer"
"14104","154","2","216.21",1,2,1,4,"Lost costumer"
"13699","154","1","308.58",1,2,2,5,"Lost costumer"
"15182","154","2","622.85",1,2,2,5,"Lost costumer"
"15920","153","4","167.50",1,3,1,5,"Lost costumer"
"16398","153","2","1705.80",1,3,4,8,"Lost costumer"
"13955","153","2","322.96",1,2,2,5,"Lost costumer"
"17787","152","4","1865.19",1,3,4,8,"Lost costumer"
"18024","152","2","389.78",1,2,2,5,"Lost costumer"
"13678","151","1","232.60",1,1,1,3,"Lost costumer"
"13754","151","2","282.60",1,2,1,4,"Lost costumer"
"15045","151","2","735.66",1,2,3,6,"Lost costumer"
"14552","151","1","165.07",1,1,1,3,"Lost costumer"
"17126","151","5","1004.75",1,4,3,8,"Lost costumer"
"13675","151","2","486.82",1,2,2,5,"Lost costumer"
"15265","150","2","1506.12",1,3,3,7,"Lost costumer"
"15577","150","3","258.88",1,3,1,5,"Lost costumer"
"12669","150","3","2744.03",1,3,4,8,"Lost costumer"
"17337","150","4","2027.87",1,3,4,8,"Lost costumer"
"14548","150","2","652.80",1,2,2,5,"Lost costumer"
"12717","150","2","1030.98",1,3,3,7,"Lost costumer"
"13420","149","2","159.85",1,2,1,4,"Lost costumer"
"15795","149","1","610.01",1,1,2,4,"Lost costumer"
"16450","149","1","311.92",1,2,2,5,"Lost costumer"
"15895","149","1","179.17",1,1,1,3,"Lost costumer"
"16998","149","4","295.00",1,3,1,5,"Lost costumer"
"18121","149","2","673.10",1,2,2,5,"Lost costumer"
"12653","148","2","2209.85",1,3,4,8,"Lost costumer"
"12915","148","2","363.65",1,2,2,5,"Lost costumer"
"15402","148","2","626.77",1,2,2,5,"Lost costumer"
"13667","148","1","305.02",1,1,1,3,"Lost costumer"
"14400","148","1","574.70",1,1,2,4,"Lost costumer"
"12405","148","1","1710.39",1,1,4,6,"Lost costumer"
"14847","148","1","309.40",1,2,2,5,"Lost costumer"
"15256","148","1","98.45",1,1,1,3,"Lost costumer"
"17259","147","2","603.37",1,2,2,5,"Lost costumer"
"17444","147","3","2940.04",1,3,4,8,"Lost costumer"
"14891","147","2","554.38",1,2,2,5,"Lost costumer"
"14461","147","3","2103.06",1,3,4,8,"Lost costumer"
"12815","147","2","1063.46",1,3,3,7,"Lost costumer"
"17948","147","1","358.56",1,2,2,5,"Lost costumer"
"14722","146","1","187.92",1,1,1,3,"Lost costumer"
"14958","146","3","499.68",1,3,2,6,"Lost costumer"
"15004","146","1","1246.32",1,2,3,6,"Lost costumer"
"13967","145","1","80.70",1,1,1,3,"Lost costumer"
"16054","145","1","783.90",1,1,3,5,"Lost costumer"
"15716","145","4","1118.81",1,3,3,7,"Lost costumer"
"12833","145","1","417.38",1,1,2,4,"Lost costumer"
"16859","144","2","747.81",1,2,3,6,"Lost costumer"
"13821","144","2","385.64",1,2,2,5,"Lost costumer"
"17984","144","1","152.68",1,1,1,3,"Lost costumer"
"14758","144","4","1484.06",1,3,3,7,"Lost costumer"
"13564","143","3","1749.02",1,3,4,8,"Lost costumer"
"12840","143","4","2726.77",1,3,4,8,"Lost costumer"
"15713","143","2","356.70",1,2,2,5,"Lost costumer"
"14117","143","1","90.00",1,1,1,3,"Lost costumer"
"12947","143","6","1603.99",1,4,3,8,"Lost costumer"
"16807","142","3","1121.59",1,3,3,7,"Lost costumer"
"12521","142","1","599.68",1,1,2,4,"Lost costumer"
"12510","142","2","982.57",1,3,3,7,"Lost costumer"
"12875","142","2","343.23",1,2,2,5,"Lost costumer"
"17866","142","1","329.65",1,2,2,5,"Lost costumer"
"15802","142","1","451.42",1,1,2,4,"Lost costumer"
"16112","142","4","195.74",1,3,1,5,"Lost costumer"
"17962","141","1","102.83",1,1,1,3,"Lost costumer"
"15108","141","4","1300.25",2,3,3,8,"At risk"
"17694","141","1","283.12",2,1,1,4,"At risk"
"17660","141","1","196.00",2,1,1,4,"At risk"
"14259","141","1","120.00",2,2,1,5,"At risk"
"15623","140","1","301.03",2,1,1,4,"At risk"
"16866","140","3","207.74",2,3,1,6,"At risk"
"16654","140","4","601.27",2,3,2,7,"At risk"
"18146","140","2","160.35",2,2,1,5,"At risk"
"15704","140","4","2293.62",2,3,4,9,"At risk"
"18262","139","1","149.48",2,1,1,4,"At risk"
"16305","138","1","361.22",2,2,2,6,"At risk"
"12916","138","4","3006.15",2,3,4,9,"At risk"
"13802","138","3","4599.42",2,3,4,9,"At risk"
"12864","138","1","147.12",2,1,1,4,"At risk"
"17935","138","2","145.79",2,2,1,5,"At risk"
"16948","138","3","435.02",2,3,2,7,"At risk"
"17265","138","2","562.90",2,2,2,6,"At risk"
"17312","138","3","644.30",2,3,2,7,"At risk"
"14100","137","1","194.90",2,1,1,4,"At risk"
"17040","137","1","449.73",2,1,2,5,"At risk"
"13037","137","3","881.07",2,3,3,8,"At risk"
"13116","137","1","501.14",2,1,2,5,"At risk"
"13296","137","1","87.40",2,1,1,4,"At risk"
"17649","137","1","868.49",2,1,3,6,"At risk"
"12763","137","2","494.08",2,2,2,6,"At risk"
"16178","137","1","197.90",2,1,1,4,"At risk"
"15855","136","5","712.24",2,4,3,9,"At risk"
"14692","136","4","591.55",2,3,2,7,"At risk"
"17693","136","1","200.47",2,1,1,4,"At risk"
"15372","136","1","2007.40",2,1,4,7,"At risk"
"13194","135","1","60.70",2,1,1,4,"At risk"
"16447","135","1","259.01",2,1,1,4,"At risk"
"13492","135","3","1269.84",2,3,3,8,"At risk"
"13730","135","2","752.60",2,2,3,7,"At risk"
"15261","134","1","254.82",2,1,1,4,"At risk"
"18151","134","2","653.35",2,2,2,6,"At risk"
"16951","134","3","1277.75",2,3,3,8,"At risk"
"16696","134","4","657.90",2,3,2,7,"At risk"
"12853","134","6","1957.10",2,4,4,10,"At risk"
"15776","133","1","241.62",2,1,1,4,"At risk"
"15120","133","1","358.82",2,2,2,6,"At risk"
"12507","133","3","1304.81",2,3,3,8,"At risk"
"15149","133","1","520.80",2,1,2,5,"At risk"
"16147","133","1","375.00",2,2,2,6,"At risk"
"15942","133","1","337.44",2,2,2,6,"At risk"
"15746","133","1","196.88",2,1,1,4,"At risk"
"15639","133","1","425.32",2,1,2,5,"At risk"
"15118","133","1","244.80",2,1,1,4,"At risk"
"12743","133","2","546.43",2,2,2,6,"At risk"
"13414","133","3","1390.50",2,3,3,8,"At risk"
"15245","133","3","2515.84",2,3,4,9,"At risk"
"14143","133","1","115.80",2,2,1,5,"At risk"
"12453","133","1","707.09",2,1,3,6,"At risk"
"17931","133","2","408.36",2,2,2,6,"At risk"
"18268","133","1","25.50",2,1,1,4,"At risk"
"14002","133","2","529.73",2,2,2,6,"At risk"
"17926","132","2","397.29",2,2,2,6,"At risk"
"18064","132","2","814.00",2,2,3,7,"At risk"
"13106","132","1","76.50",2,1,1,4,"At risk"
"13388","131","2","677.10",2,2,3,7,"At risk"
"14885","131","1","765.32",2,1,3,6,"At risk"
"17695","131","2","765.34",2,2,3,7,"At risk"
"13722","131","3","2375.41",2,3,4,9,"At risk"
"14403","130","4","1475.81",2,3,3,8,"At risk"
"17941","130","1","304.56",2,1,1,4,"At risk"
"15438","130","1","156.58",2,1,1,4,"At risk"
"17053","130","1","498.48",2,1,2,5,"At risk"
"12534","130","1","1089.18",2,2,3,7,"At risk"
"12942","130","3","683.90",2,3,3,8,"At risk"
"12644","129","1","477.91",2,1,2,5,"At risk"
"13075","129","1","919.61",2,2,3,7,"At risk"
"17282","129","3","1703.41",2,3,4,9,"At risk"
"15342","129","1","406.09",2,1,2,5,"At risk"
"17615","129","3","329.60",2,3,2,7,"At risk"
"17553","129","1","1487.60",2,1,3,6,"At risk"
"12378","129","1","4008.62",2,1,4,7,"At risk"
"14133","129","3","605.64",2,3,2,7,"At risk"
"15374","128","1","168.00",2,1,1,4,"At risk"
"13850","128","1","1595.48",2,1,3,6,"At risk"
"17887","128","1","111.35",2,2,1,5,"At risk"
"17353","128","2","1740.00",2,3,4,9,"At risk"
"12750","128","1","275.88",2,1,1,4,"At risk"
"17429","128","3","524.92",2,3,2,7,"At risk"
"14076","128","1","122.47",2,2,1,5,"At risk"
"16324","128","3","428.68",2,3,2,7,"At risk"
"18178","128","4","1590.81",2,3,3,8,"At risk"
"16835","128","2","180.85",2,2,1,5,"At risk"
"12643","128","6","3344.64",2,4,4,10,"At risk"
"13791","127","2","1516.00",2,3,3,8,"At risk"
"17514","127","1","208.65",2,1,1,4,"At risk"
"12917","127","1","594.00",2,1,2,5,"At risk"
"14972","127","1","114.77",2,2,1,5,"At risk"
"15133","127","3","982.42",2,3,3,8,"At risk"
"15254","126","1","300.36",2,1,1,4,"At risk"
"17692","126","4","740.94",2,3,3,8,"At risk"
"16174","126","3","1009.55",2,3,3,8,"At risk"
"17723","126","6","3276.40",2,4,4,10,"At risk"
"13513","126","1","205.10",2,1,1,4,"At risk"
"16302","126","1","233.22",2,1,1,4,"At risk"
"13402","126","2","621.23",2,2,2,6,"At risk"
"18099","126","1","168.31",2,1,1,4,"At risk"
"17457","126","5","1737.70",2,4,4,10,"At risk"
"13218","126","1","62.64",2,1,1,4,"At risk"
"16572","126","3","1009.60",2,3,3,8,"At risk"
"14344","126","8","889.93",2,4,3,9,"At risk"
"14778","126","2","730.86",2,2,3,7,"At risk"
"17267","126","2","317.62",2,2,2,6,"At risk"
"12693","126","4","855.91",2,3,3,8,"At risk"
"13082","125","9","3613.63",2,4,4,10,"At risk"
"17400","125","5","2129.96",2,4,4,10,"At risk"
"13248","124","2","465.68",2,2,2,6,"At risk"
"14079","124","1","375.10",2,2,2,6,"At risk"
"14331","124","2","462.66",2,2,2,6,"At risk"
"13752","123","6","1186.28",2,4,3,9,"At risk"
"14053","123","2","260.25",2,2,1,5,"At risk"
"17331","123","1","175.20",2,1,1,4,"At risk"
"13280","122","3","814.86",2,3,3,8,"At risk"
"18248","122","2","804.02",2,2,3,7,"At risk"
"16788","122","2","597.48",2,2,2,6,"At risk"
"14127","122","3","709.71",2,3,3,8,"At risk"
"13869","122","4","3104.95",2,3,4,9,"At risk"
"15247","122","1","356.00",2,2,2,6,"At risk"
"17085","122","5","1566.65",2,4,3,9,"At risk"
"15985","122","2","1142.42",2,3,3,8,"At risk"
"13162","121","4","1688.29",2,3,4,9,"At risk"
"13217","121","3","533.98",2,3,2,7,"At risk"
"13355","121","1","674.70",2,1,3,6,"At risk"
"16292","121","1","302.25",2,1,1,4,"At risk"
"17994","121","4","678.49",2,3,3,8,"At risk"
"14024","121","2","327.70",2,2,2,6,"At risk"
"14346","120","2","1021.58",2,3,3,8,"At risk"
"17248","120","1","318.65",2,2,2,6,"At risk"
"15581","120","13","3679.97",2,4,4,10,"At risk"
"13873","119","3","389.60",2,3,2,7,"At risk"
"13307","119","1","15.00",2,1,1,4,"At risk"
"15192","119","3","1044.32",2,3,3,8,"At risk"
"13888","119","2","605.63",2,2,2,6,"At risk"
"16317","119","3","1341.65",2,3,3,8,"At risk"
"13645","119","1","252.10",2,1,1,4,"At risk"
"12399","119","4","1108.65",2,3,3,8,"At risk"
"15689","119","2","254.10",2,2,1,5,"At risk"
"17642","119","2","712.29",2,2,3,7,"At risk"
"16045","119","4","1340.70",2,3,3,8,"At risk"
"14406","118","1","156.75",2,1,1,4,"At risk"
"17122","118","1","138.32",2,1,1,4,"At risk"
"14855","118","2","645.65",2,2,2,6,"At risk"
"15683","117","1","193.75",2,1,1,4,"At risk"
"17048","117","3","925.35",2,3,3,8,"At risk"
"17958","116","1","508.46",2,1,2,5,"At risk"
"17252","116","2","353.86",2,2,2,6,"At risk"
"13720","116","4","799.90",2,3,3,8,"At risk"
"15624","116","4","588.13",2,3,2,7,"At risk"
"13621","116","1","213.85",2,1,1,4,"At risk"
"16961","116","1","234.17",2,1,1,4,"At risk"
"16272","116","1","411.70",2,1,2,5,"At risk"
"14301","116","1","640.14",2,1,2,5,"At risk"
"12758","116","2","2791.59",2,3,4,9,"At risk"
"13799","116","2","688.86",2,2,3,7,"At risk"
"18143","116","2","1000.16",2,3,3,8,"At risk"
"14918","115","2","1610.15",2,3,3,8,"At risk"
"16902","115","1","1706.88",2,1,4,7,"At risk"
"12641","115","1","185.90",2,1,1,4,"At risk"
"15002","115","4","1641.76",2,3,3,8,"At risk"
"14006","115","3","962.19",2,3,3,8,"At risk"
"16927","115","3","543.05",2,3,2,7,"At risk"
"15768","115","3","621.83",2,3,2,7,"At risk"
"15480","115","1","905.50",2,1,3,6,"At risk"
"15734","114","2","1339.45",2,3,3,8,"At risk"
"14323","114","2","605.06",2,2,2,6,"At risk"
"16755","114","3","1496.83",2,3,3,8,"At risk"
"16092","114","3","817.86",2,3,3,8,"At risk"
"17398","114","3","653.38",2,3,2,7,"At risk"
"12729","113","1","453.01",2,1,2,5,"At risk"
"15541","113","1","85.13",2,1,1,4,"At risk"
"17070","113","1","312.14",2,2,2,6,"At risk"
"13655","113","2","932.97",2,3,3,8,"At risk"
"18073","113","12","3877.52",2,4,4,10,"At risk"
"15122","113","3","1633.78",2,3,3,8,"At risk"
"13027","113","6","6912.0",2,4,4,10,"At risk"
"12688","113","1","4873.81",2,1,4,7,"At risk"
"13242","112","3","270.40",2,3,1,6,"At risk"
"15938","112","5","404.58",2,4,2,8,"At risk"
"15232","112","2","612.06",2,2,2,6,"At risk"
"16419","112","6","972.23",2,4,3,9,"At risk"
"13273","112","1","138.98",2,1,1,4,"At risk"
"12513","112","1","612.29",2,1,2,5,"At risk"
"16582","112","1","313.62",2,2,2,6,"At risk"
"15396","112","1","288.18",2,1,1,4,"At risk"
"15472","112","1","371.56",2,2,2,6,"At risk"
"17747","112","1","71.40",2,1,1,4,"At risk"
"17045","112","3","339.44",2,3,2,7,"At risk"
"17742","112","2","355.11",2,2,2,6,"At risk"
"12418","112","1","668.58",2,1,2,5,"At risk"
"15797","112","4","2207.40",2,3,4,9,"At risk"
"14745","112","5","1220.26",2,4,3,9,"At risk"
"14772","111","1","139.26",2,1,1,4,"At risk"
"12968","111","1","135.95",2,1,1,4,"At risk"
"17029","110","2","716.00",2,2,3,7,"At risk"
"14224","110","4","1050.12",2,3,3,8,"At risk"
"14566","110","1","1432.00",2,1,3,6,"At risk"
"14246","110","3","1474.06",2,3,3,8,"At risk"
"16536","109","1","548.97",2,1,2,5,"At risk"
"12363","109","2","552.00",2,2,2,6,"At risk"
"14265","109","2","530.18",2,2,2,6,"At risk"
"14013","109","3","473.02",2,3,2,7,"At risk"
"14460","109","3","434.34",2,3,2,7,"At risk"
"16952","109","2","167.61",2,2,1,5,"At risk"
"17585","109","4","1133.07",2,3,3,8,"At risk"
"15313","109","1","52.00",2,1,1,4,"At risk"
"14930","108","3","2372.86",2,3,4,9,"At risk"
"12593","108","3","418.10",2,3,2,7,"At risk"
"13593","108","5","2037.08",2,4,4,10,"At risk"
"17083","108","3","1405.78",2,3,3,8,"At risk"
"16550","108","5","2298.97",2,3,4,9,"At risk"
"14364","108","8","3717.35",2,4,4,10,"At risk"
"14523","108","1","241.09",2,1,1,4,"At risk"
"14045","108","4","1659.75",2,3,3,8,"At risk"
"13933","108","2","608.79",2,2,2,6,"At risk"
"14875","107","2","1465.32",2,3,3,8,"At risk"
"17242","107","2","1135.04",2,3,3,8,"At risk"
"17268","107","4","763.64",2,3,3,8,"At risk"
"18018","107","2","122.14",2,2,1,5,"At risk"
"17256","107","2","240.00",2,2,1,5,"At risk"
"13140","107","3","423.72",2,3,2,7,"At risk"
"13425","107","3","1624.21",2,3,3,8,"At risk"
"14973","106","3","1314.45",2,3,3,8,"At risk"
"17134","106","2","425.00",2,2,2,6,"At risk"
"16093","106","1","17.00",2,1,1,4,"At risk"
"14407","106","6","2157.73",2,4,4,10,"At risk"
"14196","106","1","335.52",2,2,2,6,"At risk"
"14687","106","1","628.38",2,1,2,5,"At risk"
"16340","106","1","549.07",2,1,2,5,"At risk"
"12649","106","3","623.51",2,3,2,7,"At risk"
"13000","106","3","534.85",2,3,2,7,"At risk"
"17844","106","1","51.56",2,1,1,4,"At risk"
"15812","106","5","1801.14",2,4,4,10,"At risk"
"15800","106","2","699.08",2,2,3,7,"At risk"
"15263","106","1","156.51",2,1,1,4,"At risk"
"14314","106","1","120.00",2,2,1,5,"At risk"
"13411","106","1","213.55",2,1,1,4,"At risk"
"16503","106","4","1431.93",2,3,3,8,"At risk"
"17869","106","5","428.18",2,4,2,8,"At risk"
"16309","105","2","706.57",2,2,3,7,"At risk"
"14055","105","1","725.64",2,1,3,6,"At risk"
"15663","105","1","138.14",2,1,1,4,"At risk"
"18200","105","1","163.80",2,1,1,4,"At risk"
"14210","105","6","1905.84",2,4,4,10,"At risk"
"12624","105","2","641.13",2,2,2,6,"At risk"
"12715","105","1","353.86",2,2,2,6,"At risk"
"17189","105","2","384.40",2,2,2,6,"At risk"
"13003","105","3","149.05",2,3,1,6,"At risk"
"17146","105","3","749.78",2,3,3,8,"At risk"
"13489","105","4","449.52",2,3,2,7,"At risk"
"16641","105","1","231.10",2,1,1,4,"At risk"
"16429","105","1","284.55",2,1,1,4,"At risk"
"15074","104","1","748.87",2,1,3,6,"At risk"
"15641","104","4","1887.20",2,3,4,9,"At risk"
"14472","103","8","1936.84",2,4,4,10,"At risk"
"15569","103","5","1375.71",2,4,3,9,"At risk"
"13301","103","4","618.09",2,3,2,7,"At risk"
"15095","103","4","1370.60",2,3,3,8,"At risk"
"15625","103","4","1534.26",2,3,3,8,"At risk"
"15325","103","1","162.29",2,1,1,4,"At risk"
"16806","102","4","801.49",2,3,3,8,"At risk"
"16816","102","4","417.06",2,3,2,7,"At risk"
"13778","102","1","178.70",2,1,1,4,"At risk"
"12814","101","1","125.92",2,2,1,5,"At risk"
"14078","101","6","1049.37",2,4,3,9,"At risk"
"17588","100","3","1240.20",2,3,3,8,"At risk"
"15596","100","5","1406.59",2,4,3,9,"At risk"
"17298","100","2","498.42",2,2,2,6,"At risk"
"17320","100","3","1200.62",2,3,3,8,"At risk"
"15866","100","1","230.53",2,1,1,4,"At risk"
"16842","100","3","1264.19",2,3,3,8,"At risk"
"16083","100","2","1317.62",2,3,3,8,"At risk"
"14513","100","3","455.59",2,3,2,7,"At risk"
"16180","99","8","10254.18",2,4,4,10,"At risk"
"16456","99","5","2158.37",2,4,4,10,"At risk"
"12436","99","1","509.01",2,1,2,5,"At risk"
"16780","99","2","425.19",2,2,2,6,"At risk"
"15260","99","7","1810.77",2,4,4,10,"At risk"
"13631","99","11","3070.42",2,4,4,10,"At risk"
"16278","99","1","566.38",2,1,2,5,"At risk"
"13376","98","3","1019.76",2,3,3,8,"At risk"
"14276","98","3","1119.74",2,3,3,8,"At risk"
"13099","98","1","207.36",2,1,1,4,"At risk"
"15829","98","2","636.14",2,2,2,6,"At risk"
"14436","98","1","89.06",2,1,1,4,"At risk"
"13045","98","1","305.28",2,1,1,4,"At risk"
"14420","98","1","387.52",2,2,2,6,"At risk"
"16808","98","2","288.42",2,2,1,5,"At risk"
"18027","98","1","115.31",2,2,1,5,"At risk"
"13470","98","2","165.00",2,2,1,5,"At risk"
"18087","97","2","4055.72",2,3,4,9,"At risk"
"14463","97","3","529.62",2,3,2,7,"At risk"
"14171","97","1","363.79",2,2,2,6,"At risk"
"16761","96","1","316.62",2,2,2,6,"At risk"
"12710","96","3","1149.02",2,3,3,8,"At risk"
"12851","96","1","135.18",2,1,1,4,"At risk"
"17774","96","4","1225.41",2,3,3,8,"At risk"
"14965","96","2","599.00",2,2,2,6,"At risk"
"17050","96","6","3228.84",2,4,4,10,"At risk"
"15307","95","1","205.30",2,1,1,4,"At risk"
"14565","95","4","3099.12",2,3,4,9,"At risk"
"13240","95","4","663.65",2,3,2,7,"At risk"
